year,supply_scenario,allocation_scenario,combined_scenario,largest_frontier_run_flop,frontier_run_share_of_total_compute,training_compute_flop_year,frontier_lab_training_compute_flop_year
2025,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,4.424189165561011e+27,0.04034333333333333,3.326458019218806e+28,2.328520613453164e+28
2025,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.318473572263844e+27,0.03026052469135803,3.1071311168527305e+28,1.993742466647169e+28
2026,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,5.930724907563785e+27,0.026600000000000002,6.242868323751352e+28,3.9538166050425227e+28
2026,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,3.747566604132238e+27,0.01680827777777778,5.796949157769112e+28,3.5747853139576195e+28
2026,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,9.093778191597802e+27,0.040786666666666666,6.837427211727671e+28,4.78619904820937e+28
2026,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,5.765459557405923e+27,0.02585876543209877,5.9455888797631924e+28,3.765539623850022e+28
2027,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,8.745760554655989e+27,0.022781250000000006,1.0365345842555244e+29,6.478341151597028e+28
2027,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,5.168852460154215e+27,0.013464,9.213640748937993e+28,5.528184449362796e+28
2027,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.5828267003279727e+28,0.041229999999999996,1.1900952634044909e+29,8.330666843831436e+28
2027,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,8.39784964095911e+27,0.021875000000000002,9.59754244681041e+28,5.998464029256507e+28
2028,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.1303438766801372e+28,0.019240000000000004,1.5274917252434284e+29,9.419532305667808e+28
2028,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,6.194990745936515e+27,0.010544722222222221,1.2924929982829007e+29,7.539542489983588e+28
2028,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,2.4482950703837616e+28,0.04167333333333333,1.8408233611907985e+29,1.2885763528335588e+29
2028,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.0745244259798834e+28,0.01828987654320988,1.3708259072697434e+29,8.453426428163419e+28
2029,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.3773219892547908e+28,0.01596875,2.156277086895954e+29,1.3117352278617053e+29
2029,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,6.924045312365897e+27,0.008027777777777778,1.725021669516763e+29,9.775122793928323e+28
2029,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,3.6326081323907172e+28,0.04211666666666666,2.7312843100682083e+29,1.911899017047746e+29
2029,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.3010470148939432e+28,0.015084413580246911,1.868773475309827e+29,1.1368371974801446e+29
2030,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.519818268078256e+28,0.01296,2.8144782742189927e+29,1.6886869645313955e+29
2030,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,6.907785114286242e+27,0.005890500000000002,2.1108587056642447e+29,1.1609722881153346e+29
2030,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,4.991008139615014e+28,0.04256,3.752637698958657e+29,2.62684638927106e+29
2030,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.4353839198516863e+28,0.01224,2.3453985618491608e+29,1.4072391371094965e+29
2031,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.769432594027442e+28,0.01183803075,3.497602225796055e+29,2.0810733243486527e+29
2031,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,7.814121378065912e+27,0.005227879800000001,2.5708871061406897e+29,1.401133472846676e+29
2031,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,6.2158439489578e+28,0.04158584625,4.827886833043273e+29,3.3553813489650746e+29
2031,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.7111625409456792e+28,0.011448186749999997,2.959509575673585e+29,1.760908197525783e+29
2032,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,1.9902233076206633e+28,0.010775052,4.21131066594863e+29,2.4846732929096916e+29
2032,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,8.519047047271698e+27,0.0046122048,3.029188373752524e+29,1.635761721826363e+29
2032,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,7.499396751154672e+28,0.04060167,6.021435425873919e+29,4.154790443853004e+29
2032,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,1.9736152282417406e+28,0.010685136,3.6202495198505776e+29,2.1359472167118405e+29
2033,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.186050754092445e+28,0.009769470749999998,4.967549213538746e+29,2.906016289920166e+29
2033,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,9.044447732449973e+27,0.004041967800000001,3.490710258162362e+29,1.867529988116864e+29
2033,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,8.862801184030846e+28,0.039607898749999995,7.361818429073188e+29,5.042845623915133e+29
2033,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.226499359208902e+28,0.009950235750000001,4.34101147489422e+29,2.5394917128131187e+29
2034,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.35171070572848e+28,0.008819712,5.759479588872649e+29,3.340498161546136e+29
2034,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,9.374301763236791e+27,0.003515680800000001,3.946310088672e+29,2.0915443469961603e+29
2034,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.0293725886539121e+29,0.038604959999999994,8.852533442156109e+29,6.019722740666153e+29
2034,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.4645453102962606e+28,0.00924288,5.119537412331243e+29,2.969331699152121e+29
2035,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.481539446228983e+28,0.007924218750000002,6.576336420648235e+29,3.781393441872735e+29
2035,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,9.494585707310889e+27,0.0030318750000000003,4.384224280432157e+29,2.3017177472268824e+29
2035,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.1772669745526065e+29,0.03759328124999999,1.0490822385319802e+30,7.081305110090867e+29
2035,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.6814130995851123e+28,0.00856246875,5.950018666300784e+29,3.42126073312295e+29
2036,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.569527032332946e+28,0.007081452,7.402203878469005e+29,4.219256210727333e+29
2036,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,9.394633325248632e+27,0.0025891008000000007,4.789661333127004e+29,2.4906238932260423e+29
2036,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.3270732798351551e+29,0.036573289999999994,1.2264435837855508e+30,8.217172011363191e+29
2036,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,2.8695906063782025e+28,0.007908408000000002,6.821638868393005e+29,3.888334154984014e+29
2037,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.644282489396305e+28,0.00628989075,8.323959091029814e+29,4.7030368864318454e+29
2037,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,9.18968362785091e+27,0.0021859277999999997,5.2129844812509954e+29,2.6846870078442627e+29
2037,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.4943362117612558e+29,0.03554541375,1.4335707323440235e+30,9.533245370087756e+29
2037,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.0605725119801663e+28,0.0072801097499999995,7.819476721876492e+29,4.4180043478602185e+29
2038,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.7021275718894913e+28,0.0055480320000000005,9.351216680126976e+29,5.236681340871107e+29
2038,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,8.868775722578377e+27,0.0018209448000000004,5.649693410910048e+29,2.8813436395641248e+29
2038,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.6807876860860226e+29,0.03451008,1.675426321856083e+30,1.1057813724250149e+30
2038,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.251979112680958e+28,0.006676992000000001,8.961582651788352e+29,5.018486285001478e+29
2039,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.7388772987731793e+28,0.004854390750000001,1.0494235091639693e+30,5.82430047586003e+29
2039,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,8.422243159434973e+27,0.0014927598,6.093426827403693e+29,3.077180547838865e+29
2039,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,1.8882692597193006e+29,0.033467716249999994,1.9577954713972973e+30,1.2823560337652298e+30
2039,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.440799446444569e+28,0.006098478750000001,1.0268552616550667e+30,5.699046702185621e+29
2040,chip_bottleneck,allocation_base,chip_bottleneck × allocation_base,2.749807253652417e+28,0.0042075,1.1763881299047773e+30,6.470134714476276e+29
2040,chip_bottleneck,allocation_inference_heavy,chip_bottleneck × allocation_inference_heavy,7.842587532698516e+27,0.0012000000000000001,6.535489610582097e+29,3.2677448052910485e+29
2040,chip_bottleneck,allocation_training_race,chip_bottleneck × allocation_training_race,2.118724038130583e+29,0.032418749999999996,2.2874213637037336e+30,1.486823886407427e+30
2040,chip_bottleneck,allocation_rnd_acceleration,chip_bottleneck × allocation_rnd_acceleration,3.6232754401067154e+28,0.005544000000000002,1.1763881299047773e+30,6.470134714476276e+29
2024,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.2269458551168e+27,0.0351,1.0486716710399999e+28,6.81636586176e+27
2024,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,8.690866473743999e+26,0.0248625,1.0486716710399999e+28,6.81636586176e+27
2024,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.3947333224832e+27,0.0399,1.0486716710399999e+28,7.340701697279999e+27
2024,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.2269458551168e+27,0.0351,1.0486716710399999e+28,6.81636586176e+27
2025,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,3.1168921841101656e+27,0.030703750000000002,2.94393594721149e+28,1.889025566127373e+28
2025,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,2.0912322317429291e+27,0.020600222222222214,2.8424209145490247e+28,1.8001999125477155e+28
2025,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,4.095454801046054e+27,0.040343333333333335,3.0792893240947772e+28,2.155502526866344e+28
2025,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,3.071898152426544e+27,0.030260524691358027,2.8762592587698465e+28,1.845599691043985e+28
2026,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,5.576698176498788e+27,0.026600000000000002,5.870208606840829e+28,3.717798784332525e+28
2026,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,3.5238606027600914e+27,0.016808277777777776,5.4509079920664845e+28,3.3613932617743322e+28
2026,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,8.550937203964807e+27,0.04078666666666666,6.429276093206623e+28,4.500493265244635e+28
2026,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,5.421298121492295e+27,0.025858765432098762,5.5906748636579325e+28,3.540760746983357e+28
2027,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,7.874827430260572e+27,0.022781250000000006,9.33312880623475e+28,5.833205503896719e+28
2027,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,4.654120231375729e+27,0.013464000000000002,8.296114494430888e+28,4.977668696658534e+28
2027,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.425203335855773e+28,0.04123,1.0715814555306564e+29,7.501070188714594e+28
2027,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,7.561562690236486e+27,0.021875,8.641785931698842e+28,5.401116207311776e+28
2028,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,8.942254911003812e+27,0.019240000000000004,1.2084128258113257e+29,7.451879092503175e+28
2028,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,4.900914453058091e+27,0.010544722222222221,1.0225031603018908e+29,5.964601768427696e+28
2028,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.9368688651657943e+28,0.04167333333333334,1.4562923798239053e+29,1.0194046658767338e+29
2028,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,8.500662075892511e+27,0.018289876543209876,1.0844730488050358e+29,6.687583800964387e+28
2029,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.0323252552519415e+28,0.01596875,1.616164783173294e+29,9.831669097637537e+28
2029,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,5.189684692634245e+27,0.008027777777777778,1.2929318265386352e+29,7.326613683718932e+28
2029,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,2.7226989380526094e+28,0.04211666666666666,2.0471420586861724e+29,1.4329994410803206e+29
2029,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,9.751559201286418e+27,0.015084413580246913,1.4006761454168549e+29,8.5207798846192e+28
2030,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.2285455237675377e+28,0.01296,2.275084303273218e+29,1.3650505819639308e+29
2030,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,5.583910036846206e+27,0.005890500000000002,1.7063132274549134e+29,9.384722751002025e+28
2030,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,4.03448283113784e+28,0.042559999999999994,3.0334457376976243e+29,2.1234120163883368e+29
2030,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.160292994669341e+28,0.01224,1.895903586061015e+29,1.137542151636609e+29
2031,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.337697461894274e+28,0.011838030749999999,2.644199974588342e+29,1.5732989848800634e+29
2031,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,5.907504117226884e+27,0.005227879800000001,1.9435999813213456e+29,1.0592619898201334e+29
2031,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,4.69920058108909e+28,0.041585846249999996,3.649899964923225e+29,2.536680475621641e+29
2031,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.2936450903176323e+28,0.011448186749999999,2.2373999784978283e+29,1.3312529872062077e+29
2032,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.4554516915329008e+28,0.010775052,3.0797344242004713e+29,1.817043310278278e+29
2032,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,6.229985041238006e+27,0.004612204800000001,2.2152475682845496e+29,1.196233686873657e+29
2032,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,5.484314069255593e+28,0.04060166999999999,4.4034799223217265e+29,3.0384011464019912e+29
2032,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.443306191511567e+28,0.010685136,2.6474909962425105e+29,1.5620196877830811e+29
2033,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.5823994318522073e+28,0.009769470749999998,3.595820928899245e+29,2.103555243406058e+29
2033,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,6.546933517647225e+27,0.0040419678,2.5267930851724427e+29,1.3518343005672569e+29
2033,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,6.415446453827578e+28,0.039607898749999995,5.328941827062395e+29,3.6503251515377406e+29
2033,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.6116786467266428e+28,0.009950235749999998,3.142293964893935e+29,1.8382419694629517e+29
2034,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.7191805825984732e+28,0.008819711999999999,4.210375643119302e+29,2.442017873009195e+29
2034,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,6.852933708010269e+27,0.0035156808,2.8848870147298918e+29,1.5289901178068427e+29
2034,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,7.525064041092357e+28,0.038604959999999994,6.471503303313001e+29,4.4006222462528404e+29
2034,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,1.8016665196423394e+28,0.00924288,3.742556127217157e+29,2.170682553785951e+29
2035,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,1.8664979070077032e+28,0.00792421875,4.946412672815445e+29,2.8441872868688805e+29
2035,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,7.1413832963773e+27,0.0030318750000000007,3.297608448543631e+29,1.731244435485406e+29
2035,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,8.854851561319773e+28,0.03759328124999999,7.890705930443685e+29,5.326226503049488e+29
2035,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.016833520742201e+28,0.008562468749999998,4.475325751594927e+29,2.5733123071670828e+29
2036,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.025139263451355e+28,0.007081452000000001,5.83395057601289e+29,3.3253518283273475e+29
2036,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,7.404257893880116e+27,0.0025891008000000003,3.774909196243635e+29,1.9629527820466903e+29
2036,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.045915520893071e+29,0.03657329,9.666055366139004e+29,6.476257095313134e+29
2036,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.261630461124753e+28,0.007908408000000002,5.376385824953056e+29,3.0645399202232423e+29
2037,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.19601297813256e+28,0.006289890750000001,6.912847725856715e+29,3.905758965109044e+29
2037,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,7.631811121776247e+27,0.0021859277999999997,4.3292581717486494e+29,2.2295679584505543e+29
2037,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.2410102656885025e+29,0.03554541375,1.1905459972308785e+30,7.917130881585342e+29
2037,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.541731824710848e+28,0.0072801097499999995,6.493887257622975e+29,3.669046300556981e+29
2038,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.3802051726495e+28,0.005548032000000001,8.237144146765986e+29,4.612800722188953e+29
2038,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,7.812179583804146e+27,0.0018209448000000002,4.97660792200445e+29,2.5380700402222693e+29
2038,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.4805442889397182e+29,0.03451008,1.4758216596289056e+30,9.740422953550778e+29
2038,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,2.8645492484793397e+28,0.006676992000000001,7.893929807317403e+29,4.4206006920977464e+29
2039,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.5790748703882656e+28,0.004854390750000001,9.881938859005475e+29,5.484476066748039e+29
2039,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,7.930839287516797e+27,0.0014927598,5.737899982648341e+29,2.8976394912374122e+29
2039,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,1.7780963749088383e+29,0.033467716249999994,1.8435660129434944e+30,1.2075357384779889e+30
2039,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,3.2400426957228043e+28,0.006098478750000002,9.669424044833315e+29,5.36653034488249e+29
2040,power_datacenter_bottleneck,allocation_base,power_datacenter_bottleneck × allocation_base,2.7944165692044666e+28,0.0042075,1.1954723290714294e+30,6.575097809892862e+29
2040,power_datacenter_bottleneck,allocation_inference_heavy,power_datacenter_bottleneck × allocation_inference_heavy,7.969815527142864e+27,0.0012000000000000001,6.641512939285719e+29,3.3207564696428595e+29
2040,power_datacenter_bottleneck,allocation_training_race,power_datacenter_bottleneck × allocation_training_race,2.1530954760046892e+29,0.03241875,2.3245295287500016e+30,1.5109441936875012e+30
2040,power_datacenter_bottleneck,allocation_rnd_acceleration,power_datacenter_bottleneck × allocation_rnd_acceleration,3.682054773540003e+28,0.005544,1.1954723290714294e+30,6.575097809892862e+29
